Probe Name	Accession #	NS Probe ID	Class Name	Analyte Type	Class Active	BT549 ABCB1 24 minus doxy.RCC	BT549 ABCB1 24 plus doxy.RCC	BT549 ABCB1 4 minus doxy.RCC	BT549 ABCB1 4 plus doxy.RCC	BT549 ABCB1 72 minus doxy.RCC	BT549 ABCB1 72 plus doxy.RCC	BT549 GFP 24 minus doxy.RCC	BT549 GFP 24 plus doxy.RCC	BT549 GFP 4 minus doxy.RCC	BT549 GFP 4 plus doxy.RCC	BT549 GFP 72 minus doxy.RCC	BT549 GFP 72 plus doxy.RCC	CAMA-1 ABCB1 24 minus doxy.RCC	CAMA-1 ABCB1 24 plus doxy.RCC	CAMA-1 ABCB1 4 minus doxy.RCC	CAMA-1 ABCB1 4 plus doxy.RCC	CAMA-1 ABCB1 72 minus doxy.RCC	CAMA-1 ABCB1 72 plus doxy.RCC	CAMA-1 GFP 24 minus doxy.RCC	CAMA-1 GFP 24 plus doxy.RCC	CAMA-1 GFP 4 minus doxy.RCC	CAMA-1 GFP 4 plus doxy.RCC	CAMA-1 GFP 72 minus doxy.RCC	CAMA-1 GFP 72 plus doxy.RCC	HCC1428 ABCB1 24 minus doxy.RCC	HCC1428 ABCB1 24 plus doxy.RCC	HCC1428 ABCB1 4 minus doxy.RCC	HCC1428 ABCB1 4 plus doxy.RCC	HCC1428 ABCB1 72 minus doxy.RCC	HCC1428 ABCB1 72 plus doxy.RCC	HCC1428 GFP 24 minus doxy.RCC	HCC1428 GFP 24 plus doxy.RCC	HCC1428 GFP 4 minus doxy.RCC	HCC1428 GFP 4 plus doxy.RCC	HCC1428 GFP 72 minus doxy.RCC	HCC1428 GFP 72 plus doxy.RCC	Hs578T ABCB1 24 minus doxy.RCC	Hs578T ABCB1 24 plus doxy.RCC	Hs578T ABCB1 4 minus doxy.RCC	Hs578T ABCB1 4 plus doxy.RCC	Hs578T ABCB1 72 minus doxy.RCC	Hs578T Abcb1 72 plus doxy.RCC	Hs578T GFP 24 minus doxy.RCC	Hs578T GFP 24 plus doxy.RCC	Hs578T GFP 4 minus doxy.RCC	Hs578T GFP 4 plus doxy.RCC	Hs578T GFP 72 minus doxy.RCC	Hs578T GFP 72 plus doxy.RCC	MCF7 ABCB1 24 minus doxy.RCC	MCF7 ABCB1 24 plus doxy.RCC	MCF7 ABCB1 72 minus doxy.RCC	MCF7 ABCB1 72 plus doxy.RCC	MCF7 GFP 24 minus doxy.RCC	MCF7 GFP 24 plus doxy.RCC	MCF7 GFP 72 minus doxy.RCC	MCF7 GFP 72 plus doxy.RCC	T47D ABCB1 24 minus doxy.RCC	T47D ABCB1 24 plus doxy.RCC	T47D ABCB1 4 minus doxy.RCC	T47D ABCB1 4 plus doxy.RCC	T47D ABCB1 72 minus doxy.RCC	T47D ABCB1 72 plus doxy.RCC	T47D GFP 24 minus doxy.RCC	T47D GFP 24 plus doxy.RCC	T47D GFP 4 minus doxy.RCC	T47D GFP 4 plus doxy.RCC	T47D GFP 72 minus doxy.RCC	T47D GFP 72 plus doxy.RCC	ZR-75-1 ABCB1 24 minus doxy.RCC	ZR-75-1 ABCB1 24 plus doxy.RCC	ZR-75-1 ABCB1 4 minus doxy.RCC	ZR-75-1 ABCB1 4 plus doxy.RCC	ZR-75-1 ABCB1 72 minus doxy.RCC	ZR-75-1 ABCB1 72 plus doxy.RCC	ZR-75-1 GFP 24 minus doxy.RCC	ZR-75-1 GFP 24 plus doxy.RCC	ZR-75-1 GFP 4 minus doxy.RCC	ZR-75-1 GFP 4 plus doxy.RCC	ZR-75-1 GFP 72 minus doxy.RCC	ZR-75-1 GFP 72 plus doxy.RCC
CCL2	NM_002982.3	NM_002982.3:0	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	47.31	28.99	20	20	20	20	117.29	69.39	20	20	20	20	41.29	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	205.66	107.24	431.42	335.81	190.17	147.39	51.69	47.95	145.62	151.73	71.27	62.66	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	29.55	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
CCL20	NM_004591.1	NM_004591.1:35	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	29.63	30.22	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	33.78	20	20	20	31.22	20	20	20	20	20	20	20	20	20	20	20	20
CCL26	NM_006072.4	NM_006072.4:184	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	42.9	34.06	43.25	52.75	26.88	28.22	32.08	23.57	44.21	41.65	36.91	37.45	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
CD24	NM_013230.2	NM_013230.2:1859	Endogenous	mRNA	2	778.71	596.24	664.65	622.45	820.02	716.32	759.45	678.2	633.37	581.57	939.38	782.64	4282.99	3942.56	3153.36	2616.78	4044.13	4788.43	5324.33	4775.08	3504.61	3558.01	4661.61	5046.68	1871.98	1713.13	1899.41	1742.33	2070.03	1772.29	2081.8	1812.78	1782.94	1712.43	1801.31	1913.07	184.21	142.56	117.86	129.23	186.19	182.93	188.93	96.72	172.93	183.47	208.71	180.79	4928.08	4369.67	5165.17	4385.05	4794.96	4000.38	4115.45	3513.98	3248.06	2766.89	3063.91	2788	3729.64	3964.01	3061.71	2276.77	3009.21	2695.85	3331.11	2917.54	5688.82	5664.62	5366.48	5775.84	5501.97	5632.25	5962.28	5997.2	6683.09	6128.23	6833.95	6477.34
CD248	NM_020404.2	NM_020404.2:950	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	29.27	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
CD44	NM_001001392.1	NM_001001392.1:429	Endogenous	mRNA	2	1635.69	1112.81	2037.87	1832.59	1559.7	1306.28	1832.05	1464.33	2423.43	1929.5	1781.21	1427.8	20	20	20	20	20	20	20	20	20	20	20	20	219.07	214.39	221.35	223.79	250.25	238.5	188.57	181.4	175.11	202.22	211.3	196.77	4359.16	3173	4185.56	4558.98	4023.42	3429.7	3235.94	1831.95	3838.16	3350.97	3548.1	3465.96	65.04	40.05	35.27	44.87	56.34	34.32	40.44	36.91	59.68	52.28	56.94	57.63	52.76	72.16	63.53	55.94	56.26	53.69	60.98	31.99	55.24	51.13	56.32	51.02	59.71	46.83	57.21	60.98	51.3	64.85	60.3	56.01
CDC20	NM_001255.2	NM_001255.2:430	Endogenous	mRNA	2	1163.72	1305.84	1086.74	1102.54	1219.64	1492.67	1270.03	1373.59	1188.54	1193.03	1355.52	1492.66	133.74	103.75	360.52	355.92	201.29	168.43	141.39	93.63	293.98	412.84	246.97	217.95	1045.53	1035.39	1076.19	1084.96	1321.71	1125.05	1088.25	1055.44	1076.53	1062.92	1213.64	1041.8	2008.62	1906.32	1812.19	1963.02	1522.35	1418.5	1774.38	1232.95	1655.14	1689.87	1712.97	1541.39	569.39	544.71	510.87	462.3	569.08	504.95	495.93	384.8	833.54	830.47	861.94	907.14	908.36	736.46	810.21	492.93	843.95	927.66	880.42	535.38	442.91	503.16	465.59	463.29	541.19	590.11	538.61	509.44	563.19	502.36	492.63	566.13
CDH1	NM_004360.2	NM_004360.2:535	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	455.39	417.7	513.62	504.78	408.71	470.66	419.89	423.79	457.48	388.91	403.26	406.38	2577.99	2586.96	2293.63	2493.61	2582.68	2628.32	2591.86	2601.82	2146.1	2326.08	2528.96	2444.35	20	20	20	20	20	20	20	20	20	20	20	20	1997.51	2060.27	2061.63	2010.94	2028.42	1623.68	2171.41	1838.2	2077.98	2149.57	1900.59	1831.18	2002.94	2391.26	2040.1	1599.12	1900.64	1843	2204.23	1714.27	9281.46	9272.63	8344.93	9001.54	9483.68	9803.28	6145.36	6317.81	6614.69	6178.67	6460.63	6425.64
CDH11	NM_001797.2	NM_001797.2:1835	Endogenous	mRNA	2	398.45	256.14	243.51	258.25	335.21	218.77	408.47	334.32	336.96	296.22	458.43	301.78	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	770.9	539.98	741.74	811.4	801.5	631.37	624.73	291.78	605.89	490.89	636.32	498.43	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
CDH2	NM_001792.3	NM_001792.3:941	Endogenous	mRNA	2	318.6	278.2	373.39	310.4	369.15	314.33	397.88	367.75	451.86	437.53	451.61	339.15	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	2389.65	2128.37	2428.51	2732.23	2433.37	2247.44	1725.36	807.88	1677.25	1433.01	1858.05	1423.26	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
CDK19	NM_015076.3	NM_015076.3:4105	Endogenous	mRNA	2	130.44	145.84	126.05	124.99	150.98	138.21	157.34	154.74	119.72	110.52	158.27	157.23	192.99	207.5	128.41	110.8	207.42	314.82	134.25	164.26	92.49	119.66	142.78	192.64	49.84	69.09	52.7	51.95	68.03	44.17	64.8	86.26	50.74	40.84	51.5	48.1	73.18	64.34	56.23	63.29	63.72	76.31	91.79	45.51	55.91	53.55	90.36	81.39	146	149.79	159.21	141.92	170.16	110.79	119.79	126.42	52.83	51.28	49.09	38.75	43.45	55.36	47.9	28.5	41.32	41.37	40.65	31.99	93.71	71.59	79.79	106.13	97.62	96.48	87.45	92.45	103.75	90.59	118.03	104.26
CDRT1	NM_006382.3	NM_006382.3:2184	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
CEACAM1	NM_001712.3	NM_001712.3:2455	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	72.83	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
CELF2	NM_001025076.2	NM_001025076.2:395	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	36.92	28.87	36.59	30.3	20	20	20.83	26.73	20.89	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
CFH	NM_001014975.2	NM_001014975.2:702	Endogenous	mRNA	2	97.24	80.89	91.68	94.36	62.33	56.86	112.71	129.91	139.03	104.17	83.91	57.82	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	744.4	796.09	702.82	730.53	800.5	936.61	573.04	428.32	500.57	485.94	469.6	672.02	20	20	20	20	20	20	20	20	36.2	58.31	47.12	28.81	41.38	62.28	32.28	119.27	32.53	36.09	26.68	91.39	20	20	20	20	20	20	20	20	20	20	20	20
CHAC1	NM_024111.3	NM_024111.3:914	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	41.64	47.94	20	22.86	53.77	58.54	20	95.9	20	41.65	26.73	43.94	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	31.67	20	20	20	23.61	20	20	20	20	20	20	20	20	20	20	20	20
CITED1	NM_004143.3	NM_004143.3:522	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	33.22	20	33.73	23.98	20	28.91	28.24	20	29.85	28.89	20	28.42	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
COL1A1	NM_000088.3	NM_000088.3:5210	Endogenous	mRNA	2	139.93	123.17	188.13	180.45	141.29	171.38	153.55	149.01	209.52	195.67	165.77	158.64	20	20	20	20	20	20	20	20	20	20	20	20	20	24.39	20	20	20	20	20	20	20	20	20	20	8698.14	6695.47	8272.72	8900.83	9135.09	6662.88	4121.79	1892.9	3476.71	3106.02	3815.36	3192.25	20	20	20	20	20	20	20	20	20	24.13	23.56	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
COL1A2	NM_000089.3	NM_000089.3:2635	Endogenous	mRNA	2	393.7	348.67	367.66	361.72	416.24	330.12	537.06	424.11	549.38	454.75	545.75	439.27	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	3997.05	3390	3743.32	3921.64	4190.69	3508.1	2376.83	1398.75	1955.49	1704.74	2201.66	2377.62	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
COL3A1	NM_000090.3	NM_000090.3:3983	Endogenous	mRNA	2	430.86	306.39	397.26	373.31	437.02	281.95	506.05	438.44	454.76	362.35	514.37	356.07	44.01	39.08	34.57	20	42.96	55.09	34.28	20	20	20	38.59	33.75	20	20	20	20	20	20	20	20	20	20	20	20	3641.26	2964.83	3230.81	3070.68	4350.99	3204.95	2100.56	1393.87	1803.36	1600.61	1943.31	1732.98	20	20	20	20	20	20	20	20	35.22	34.18	48.1	51.67	44.49	45.47	70.82	34.83	68.57	54.57	63.52	25.89	20	20	20	20	20	20	20	20	20	20	20	20
COL5A1	NM_000093.3	NM_000093.3:872	Endogenous	mRNA	2	1298.12	1167.96	1367.49	1246.56	1446.81	1288.12	1430.39	1196.87	1558.33	1345.21	1629.08	1346.71	333.5	317.99	244.47	219.37	390.3	376.21	341.34	325.24	295.63	265.26	260.48	295.29	33.22	52.84	23.19	34.97	20	59.42	39.87	29.18	35.82	31.88	31.69	22.96	4289.77	3600.69	3959.58	4058.78	4388.82	4153.06	3287.63	1662.89	2734.3	2307.7	3086.14	2712.55	165.91	125.76	157.19	160.71	131.85	96.09	118.26	96.89	20	20	20	20	20	21.75	20	24.28	20	20	20	31.99	41.43	36.82	45.06	44.9	33.17	46.83	20	20	20	20	20	20
COL5A2	NM_000393.3	NM_000393.3:4075	Endogenous	mRNA	2	1277.56	1213.92	1470.63	1333.47	1249.43	1149.91	1642.19	1456.69	1607.57	1481.09	1486.5	1257.87	20	20	20	20	20	20	20	20	20	20	20	20	21.8	20	20	20	20	20	20.77	25.37	20	20	20	20	1392.91	1425.64	1312.65	1393.36	1605.98	1662.06	952.69	632.32	764.51	643.62	935.39	1060.24	20	20	20	20	20	20	20	20	68.48	104.56	61.85	54.65	72.42	159.15	51.03	90.78	69.45	58.09	58.44	67.02	20	20	20	20	20	20	20	20	20	20	20	20
COL6A2	NM_001849.2	NM_001849.2:1925	Endogenous	mRNA	2	311.49	260.43	313.22	255.77	313.05	238.51	303.32	257.91	354.34	317.05	364.97	260.18	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	22.48	20	20	20	20	20	20	3404.06	2860.12	3022.12	3065.4	3239.84	2842.23	1990.05	1410.94	1763.06	1640.28	1805.87	1774.76	61.05	75.3	54.41	76.18	46.2	47.06	32.81	30.45	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
CRELD2	NM_024324.4	NM_024324.4:474	Endogenous	mRNA	2	179.46	158.71	174.76	165.55	166.91	146.9	191.37	183.4	223.03	173.02	156.9	157.94	148.97	153.61	181.5	192.51	149.74	181.02	177.1	162.62	170.11	183.49	160.15	175.77	123.55	92.46	119.11	126.88	121.48	109.21	103.84	123.05	116.41	109.58	99.05	109.32	248.55	254.85	245.45	285.71	298.69	257.15	284.29	134.1	317.25	257.84	290.16	233.37	127.42	126.56	97.74	76.18	140.86	70.59	112.16	85.82	177.08	159.86	177.69	144.07	155.19	137.41	171.83	191.05	186.37	193.63	153.72	212.48	300.87	296.58	240.3	268.38	286.24	260.4	286.88	249.8	291.86	269.71	234.77	258.51
CRIP2	NM_001270837.1	NM_001270837.1:1042	Endogenous	mRNA	2	129.65	107.24	173.8	124.16	131.59	127.94	140.69	141.37	147.72	137.69	146.67	138.9	248.85	234.45	185.2	204.82	244.24	335.28	258.5	239.82	209.75	161.55	219.96	250.3	424.65	320.07	455.35	435.58	524.8	431.23	398.75	362.81	413.9	384.53	404.11	468.97	52.99	59.3	36.76	43.95	79.65	59.58	46.34	38.2	54.61	48.59	44.54	48.98	505.68	410.13	450.42	439.34	423.71	379.45	424.97	383.88	318.94	296.6	346.54	247.4	308.3	372.68	315.54	233.27	278.68	235.88	320.15	285.59	424.17	461.23	433.67	515.34	454.94	442.11	370.24	325.53	367.1	333.54	374.6	367.08
CRISPLD2	NM_031476.3	NM_031476.3:2575	Endogenous	mRNA	2	40.32	21.45	44.88	45.53	32.55	29.22	38.58	29.61	48.28	45.29	43.66	39.48	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	228.37	137.52	249.77	291.86	318.61	194.43	185.37	81.28	250.94	197.35	213.8	146.22	20	20	20	20	20	20	20	20	24.46	29.16	21.6	31.79	34.14	36.58	32.28	21.11	32.53	31.68	29.22	21.32	37.48	30.68	33.79	24.49	26.54	30.91	20	20	20	20	20	20
CRTAM	NM_019604.2	NM_019604.2:775	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
CRYAB	NM_001885.1	NM_001885.1:578	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	131.86	111.77	156	150.86	177.36	129.29	139.56	142.08	135.31	127.51	122.82	130.09	93.37	108.5	107.04	102.85	123.46	128.57	60.6	50.39	48.11	33.72	53.45	87.15	20	20	20	20	20	20	20	20	31.31	39.21	37.3	33.78	27.93	40.53	27.08	33.78	32.53	34.33	38.11	51.02	20	20	20	20	20	20	20	20	20	20	20	20
CTGF	NM_001901.2	NM_001901.2:1100	Endogenous	mRNA	2	527.31	519.03	1335.02	1081.01	511.82	618.39	580.18	493.84	1554.47	1143.2	550.53	549.26	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	2753.02	1366.35	2749.65	2339.27	3369.28	2057.19	1567.62	790	2380.65	1664.08	1850.41	1126.51	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
CXCL11	NM_005409.4	NM_005409.4:282	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	213.22	20	20	20	115	20	20	20	20	20	20	20	20	20	20	20	20
CXCL2	NM_002089.3	NM_002089.3:854	Endogenous	mRNA	2	120.96	74.76	372.43	246.66	98.35	64.76	124.81	92.65	442.2	269.95	95.51	60.64	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	68.13	36.59	69.2	46.59	86.62	34.5	37.43	49.58	33.8	32.73	20	46.82	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
CXCL3	NM_002090.2	NM_002090.2:540	Endogenous	mRNA	2	20	20	102.18	43.04	24.93	20	25.72	20.06	125.52	79.72	27.97	23.27	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	52.99	36.59	47.58	39.56	58.74	25.09	21.39	41.45	20	31.73	20	30.25	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	25.33	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
CXCL5	NM_002994.3	NM_002994.3:250	Endogenous	mRNA	2	717.84	541.7	1061.91	877.39	505.59	438.32	714.06	590.32	1130.61	945.73	593.51	363.82	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
CXCL6	NM_002993.3	NM_002993.3:539	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
CXCR7	NM_020311.1	NM_020311.1:375	Endogenous	mRNA	2	33.2	28.19	32.47	25.66	28.4	20	37.82	28.66	40.55	30.8	32.06	31.02	20	20	20	20	20	20	20	20	20	20	20	20	353.01	311.94	316.22	286.73	451.91	309.97	338.11	271.47	257.69	240.08	287.89	284.23	20	20	20	20	20	20	20	20	20	20	20	20	357.03	279.56	310.35	270.28	320.04	177.47	235.76	103.35	20	20	20	20	20	20	20	20	20	20	20	20	38.47	20	31.92	28.57	27.49	29.97	20	20	30.78	20	20	27.57
CYB5R2	NM_016229.3	NM_016229.3:366	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	34.07	20	32.44	34.28	30.87	20	20	20	20	20.83	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20.83	21.11	20.22	20	20	20	20	25.57	21.59	28.57	27.49	22.48	22.07	25.57	20	25.74	20	20
DCLK1	NM_004734.4	NM_004734.4:1571	Endogenous	mRNA	2	36.37	26.96	23.87	21.52	30.47	30.01	27.99	34.39	25.1	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	78.23	66.87	81.09	82.63	108.53	58.54	57.04	32.51	46.81	37.68	52.18	53.3	30.53	33.64	28.21	27.13	30.43	23.53	32.04	44.29	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
DCN	NM_001920.3	NM_001920.3:420	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	615.71	437.79	491.97	476.47	595.4	430.67	411.73	250.33	370.55	382.8	353.79	255.7	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
DDIT3	NM_004083.4	NM_004083.4:40	Endogenous	mRNA	2	170.76	171.58	164.25	134.09	159.29	172.17	189.11	192.95	204.69	216.5	212.16	194.6	66.02	79.5	388.92	248.47	58.91	73.98	88.55	85.42	85.88	79.78	55.95	64.68	96.56	91.45	81.16	110.89	148.21	99.58	106.33	92.61	107.45	74.71	133.38	129	441.59	348.21	285.45	267.24	441.07	536.25	334.2	1562.92	241.84	638.66	362.7	517.88	100.87	104.94	78.6	80.35	85.64	375.53	219.73	527.84	251.43	264.42	193.4	182.82	238.99	333.14	232.23	1337.35	216.26	244.68	223.6	1738.64	76.94	83.86	71.34	81.64	63.5	78.68	102.98	111.13	109.45	95.74	115.46	101.68
DGCR5	NR_045121.1	NR_045121.1:235	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	23.67	21.48	21.59	20	20	20	20	20	20	20	20	20
DHRS9	NM_005771.4	NM_005771.4:2568	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
DIO3	NM_001362.3	NM_001362.3:275	Endogenous	mRNA	2	29.25	20	57.3	39.73	33.24	26.85	43.12	29.61	56	45.29	34.11	27.5	20	26.95	20	22.38	20	31.48	20	20	20	20	20	20	20	20	23.19	20	20	20	20	25.37	20	20	20	21.86	20	20	28.11	24.61	24.89	20	20	20	20	25.78	34.36	23.05	20	20	24.18	20	23.66	20	20	20	20	23.12	21.6	20	20.69	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
DIRAS3	NM_004675.2	NM_004675.2:950	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
DKK1	NM_012242.2	NM_012242.2:75	Endogenous	mRNA	2	229.27	177.71	349.51	219.35	205.7	228.24	299.54	208.23	563.86	291.69	322.68	223.51	20	20	20	20	20	20	20	20	20	20	20	20	1815.91	1464.18	996.09	838.2	1926.68	1585.99	1801.01	1418.25	996.94	856.71	1661.33	1494.38	135	80.74	149.21	110.77	122.46	107.67	244.19	61.77	375.76	188.42	321.98	75.63	813.6	595.97	694.26	637.62	748.26	507.89	716.43	401.41	31.31	21.11	27.49	20	33.11	37.56	23.95	20	27.25	20	26.68	20	42.42	39.88	53.51	35.72	54.97	54.33	22.07	20	20	20	20	20
DLEU1	NR_002605.1	NR_002605.1:173	Endogenous	mRNA	2	162.07	149.52	159.48	140.71	137.13	132.68	177.76	169.07	199.86	153.09	179.42	162.87	172.67	156.3	203.72	152.22	130.1	144.82	144.25	111.7	135.43	149.58	162.08	108.27	94.48	64.01	102.24	88.91	89.9	77.09	90.55	67.23	96.51	92.64	99.05	106.04	201.87	166.54	151.38	167.03	145.36	149.48	131.9	104.03	137.82	135.86	145.08	137.57	79.64	74.5	67.51	63.66	70.99	65.69	83.93	67.36	129.14	105.57	121.73	114.26	135.53	87.98	103.1	63.33	106.37	113.54	107.99	97.48	93.71	98.18	84.48	70.41	82.46	80.55	134.86	118.02	111.73	114.27	116.74	106.85
